Date,Confirmed,Deceased,Recovered
2020-06-14,237,3,25
2020-06-15,219,2,389
2020-06-16,213,4,261
2020-06-17,269,1,44
2020-06-18,352,3,230
2020-06-19,499,3,51
2020-06-20,546,5,154
2020-06-21,730,7,225
2020-06-22,872,7,274
2020-06-23,879,3,219
2020-06-24,891,5,137
2020-06-25,920,5,327
2020-06-26,985,7,78
2020-06-27,1087,6,162
2020-06-28,983,4,244
2020-06-29,975,6,410
2020-06-30,945,7,1712
2020-07-01,1018,7,788
2020-07-02,1213,8,987
2020-07-03,1892,8,1126
2020-07-04,1850,5,1342
2020-07-05,1590,7,1166
2020-07-06,1831,11,2078
2020-07-07,1879,7,1506
2020-07-08,1924,11,992
2020-07-09,1410,7,913
2020-07-10,1278,8,1013
2020-07-11,1178,9,1714
2020-07-12,1269,8,1563
2020-07-13,1550,9,1197
2020-07-14,1524,10,1161
2020-07-15,1597,11,1159
2020-07-16,1676,10,1296
2020-07-17,1478,7,1410
2020-07-18,1284,6,1902
2020-07-19,1296,6,1831
2020-07-20,1198,7,1885
2020-07-21,1430,7,2062
2020-07-22,1555,9,1281
2020-07-23,1567,9,1661
2020-07-24,1640,8,1007
2020-07-25,1593,8,998
2020-07-26,0,0,0
2020-07-27,1473,8,774
2020-07-28,1610,9,803
2020-07-29,1764,12,842
2020-07-30,1811,13,821
2020-07-31,1986,14,816
2020-08-01,2083,11,1114
2020-08-02,1891,10,1088
2020-08-03,983,11,1019
2020-08-04,1286,12,1066
2020-08-05,2012,13,1139
2020-08-06,2092,13,1289
2020-08-07,2207,12,1136
2020-08-08,2256,14,1091
2020-08-09,1982,12,1669
2020-08-10,1256,10,1587
2020-08-11,1896,8,1788
2020-08-12,1897,9,1920
2020-08-13,1931,11,1780
2020-08-14,1921,9,1210
2020-08-15,1863,10,1912
2020-08-16,1102,9,1930
2020-08-17,894,10,2006
2020-08-18,1682,8,2070
2020-08-19,1763,8,1789
2020-08-20,1724,10,1195
2020-08-21,1457,8,1781
2020-08-22,2474,7,1768
2020-08-23,2384,11,1851
2020-08-24,1842,6,1825
2020-08-25,2579,9,1752
2020-08-26,3018,10,1060
2020-08-27,2795,8,872
2020-08-28,2932,11,1580
2020-08-29,2751,9,1675
2020-08-30,2924,10,1638
2020-08-31,1873,9,1849
2020-09-01,2734,9,2325
2020-09-02,2892,10,2240
2020-09-03,2817,10,2611
2020-09-04,2478,10,2011
2020-09-05,2511,11,2579
2020-09-06,2574,9,2927
2020-09-07,1802,9,2711
2020-09-08,2392,11,2346
2020-09-09,2479,10,2485
2020-09-10,2534,11,2071
2020-09-11,2426,13,2324
2020-09-12,2278,10,2458
2020-09-13,2216,11,2603
2020-09-14,1417,13,2479
2020-09-15,2058,10,2180
2020-09-16,2273,12,2260
2020-09-17,2159,9,2108
2020-09-18,2043,11,1802
2020-09-19,2123,9,2151
2020-09-20,2137,8,2192
2020-09-21,1302,9,2230
2020-09-22,2166,10,2143
2020-09-23,2296,10,2062
2020-09-24,2176,8,2004
2020-09-25,2381,10,2021
2020-09-26,2239,11,2281
2020-09-27,1967,9,2058
2020-09-28,1378,7,1932
2020-09-29,2072,9,2259
2020-09-30,2103,11,2243
2020-10-01,2214,8,2474
2020-10-02,2009,10,2437
2020-10-03,1718,8,2002
2020-10-04,1949,10,2366
2020-10-05,1335,8,2176
2020-10-06,1983,10,2381
2020-10-07,2154,8,2239
2020-10-08,1896,12,2067
2020-10-09,1891,7,1878
2020-10-10,1811,9,2072
2020-10-11,1717,5,2103
2020-10-12,1021,6,2214
2020-10-13,1708,5,2009
2020-10-14,1446,8,1918
2020-10-15,1432,8,1949
2020-10-16,1554,7,1435
2020-10-17,1451,9,1983
2020-10-18,1436,6,2154
2020-10-19,948,4,1896
2020-10-20,1486,7,1891
2020-10-21,1579,5,1811
2020-10-22,1456,5,1717
2020-10-23,1421,6,1221
2020-10-24,1273,5,1708
2020-10-25,978,4,1446
2020-10-26,582,4,1432
2020-10-27,837,4,1554
2020-10-28,1481,4,1451
2020-10-29,1504,5,1436
2020-10-30,1531,6,1048
2020-10-31,1445,6,1486
2020-11-01,1416,5,1579
2020-11-02,922,7,1456
2020-11-03,1536,3,1491
2020-11-04,1637,6,1273
2020-11-05,1539,5,978
2020-11-06,1602,4,982
2020-11-07,1607,6,937
2020-11-08,1440,5,1481
2020-11-09,857,4,1504
2020-11-10,1267,4,1831
2020-11-11,1196,5,1835
2020-11-12,1015,3,1716
2020-11-13,997,4,1222
2020-11-14,1050,4,1736
2020-11-15,661,3,1637
2020-11-16,502,3,1539
2020-11-17,952,3,1602
2020-11-18,948,5,1607
2020-11-19,1058,4,1440
2020-11-20,894,4,1057
2020-11-21,925,3,1367
2020-11-22,873,4,1296
2020-11-23,602,3,1015
2020-11-24,921,4,1097
2020-11-25,993,4,1150
2020-11-26,862,3,961
2020-11-27,761,4,702
2020-11-28,753,3,952
2020-11-29,805,4,948
2020-11-30,593,3,1058
2020-12-01,502,3,894
2020-12-02,565,1,925
2020-12-03,609,3,873
2020-12-04,631,2,802
2020-12-05,596,3,921
2020-12-06,622,2,993
2020-12-07,517,2,862
2020-12-08,682,3,761
2020-12-09,721,3,753
2020-12-10,643,2,805
2020-12-11,612,3,502
2020-12-12,635,4,565
2020-12-13,573,4,609
2020-12-14,384,3,631
2020-12-15,491,3,596
2020-12-16,536,3,622
2020-12-17,509,3,517
2020-12-18,551,1,682
2020-12-19,627,4,721
2020-12-20,592,3,643
2020-12-21,316,2,612
2020-12-22,617,3,635
2020-12-23,635,4,573
2020-12-24,574,2,384
2020-12-25,518,3,491
2020-12-26,317,2,536
2020-12-27,472,2,509
2020-12-28,205,2,551
2020-12-29,397,2,627
2020-12-30,474,3,592
2020-12-31,415,3,316
2021-01-01,461,3,617
2021-01-02,293,2,535
2021-01-03,394,3,574
2021-01-04,238,2,518
2021-01-05,253,3,317
2021-01-06,417,2,472
2021-01-07,379,3,305
2021-01-08,346,2,397
2021-01-09,298,2,474
2021-01-10,351,2,415
2021-01-11,224,1,461
2021-01-12,301,2,293
2021-01-13,331,3,394
2021-01-14,276,1,238
2021-01-15,202,2,253
2021-01-16,249,1,417
2021-01-17,299,2,379
2021-01-18,206,2,346
2021-01-19,256,2,298
2021-01-20,267,2,351
2021-01-21,226,1,224
2021-01-22,214,2,351
2021-01-23,221,2,431
2021-01-24,197,1,376
2021-01-25,148,1,302
2021-01-26,189,2,349
2021-01-27,147,1,399
2021-01-28,186,1,306
2021-01-29,197,2,356
2021-01-30,186,2,367
2021-01-31,163,1,276
2021-02-01,118,2,264
2021-02-02,152,1,221
2021-02-03,185,2,197
2021-02-04,177,2,198
2021-02-05,169,1,189
2021-02-06,161,1,147
2021-02-07,150,2,186
2021-02-08,101,1,197
2021-02-09,149,1,186
2021-02-10,157,1,163
2021-02-11,146,0,118
2021-02-12,143,1,152
2021-02-13,151,0,185
2021-02-14,146,2,177
2021-02-15,99,2,169
2021-02-16,129,1,161
2021-02-17,148,1,150
2021-02-18,163,2,101
2021-02-19,165,1,149
2021-02-20,157,0,157
2021-02-21,163,1,146
2021-02-22,114,1,143
2021-02-23,0,0,0
2021-02-24,345,4,297
2021-02-25,207,1,99
2021-02-26,189,2,129
2021-02-27,178,1,148
2021-02-28,176,1,163
2021-03-01,116,0,165
2021-03-02,163,1,157
2021-03-03,168,0,163
2021-03-04,152,2,114
2021-03-05,166,2,149
2021-03-06,170,1,196
2021-03-07,158,1,207
2021-03-08,111,1,189
2021-03-09,142,2,178
2021-03-10,189,2,176
2021-03-11,194,3,116
2021-03-12,181,1,163
2021-03-13,216,2,168
