Date,Confirmed,Deceased,Recovered
2021-01-13,671,10,930
2021-01-14,607,10,970
2021-01-15,521,7,1009
2021-01-16,566,7,615
2021-01-17,323,7,351
2021-01-18,471,7,1301
2021-01-19,383,10,436
2021-01-20,594,10,718
2021-01-21,560,8,711
2021-01-22,440,8,763
2021-01-23,377,8,637
2021-01-24,298,8,366
2021-01-25,484,13,539
2021-01-26,321,14,182
2021-01-27,439,3,944
2021-01-28,6451,35,6479
2021-01-29,370,7,455
2021-01-30,413,9,502
2021-01-31,265,3,195
2021-02-01,322,5,520
2021-02-02,330,5,276
2021-02-03,351,7,202
2021-02-04,373,6,387
2021-02-05,336,8,263
2021-02-06,260,3,297
2021-02-07,186,6,210
2021-02-08,265,3,362
2021-02-09,206,2,222
2021-02-10,222,9,312
2021-02-11,254,4,848
2021-02-12,229,7,410
2021-02-13,229,5,256
2021-02-14,169,1,165
2021-02-15,274,5,488
2021-02-16,250,6,378
2021-02-17,311,5,202
2021-02-18,276,2,278
2021-02-19,259,3,222
2021-02-20,263,2,198
2021-02-21,153,5,138
2021-02-22,274,6,382
2021-02-23,274,3,292
2021-02-24,247,4,309
2021-02-25,220,8,258
2021-02-26,279,7,310
2021-02-27,240,4,295
2021-02-28,141,3,132
2021-03-01,256,7,143
2021-03-02,216,2,258
2021-03-03,267,4,138
2021-03-04,235,3,203
2021-03-05,274,3,445
2021-03-06,290,1,384
2021-03-07,222,3,120
2021-03-08,320,1,220
2021-03-09,390,5,281
2021-03-10,456,8,126
2021-03-11,378,3,183
2021-03-12,447,5,402
2021-03-13,543,6,344
