Date,Confirmed,Deceased,Recovered
2021-01-05,812,24,1166
2021-01-06,868,22,1271
2021-01-07,921,18,1295
2021-01-08,926,21,1136
2021-01-09,787,20,978
2021-01-10,823,19,957
2021-01-11,612,16,939
2021-01-12,751,18,879
2021-01-13,723,18,794
2021-01-14,680,17,694
2021-01-15,623,16,656
2021-01-16,609,15,666
2021-01-17,565,12,621
2021-01-18,389,10,569
2021-01-19,412,11,513
2021-01-20,409,6,509
2021-01-21,416,9,517
2021-01-22,406,8,493
2021-01-23,410,10,474
2021-01-24,389,8,454
2021-01-25,252,7,417
2021-01-26,295,9,409
2021-01-27,234,8,386
2021-01-28,289,9,367
2021-01-29,286,7,349
2021-01-30,310,9,341
2021-01-31,229,9,338
2021-02-01,179,6,306
2021-02-02,203,9,309
2021-02-03,201,7,303
2021-02-04,206,4,301
2021-02-05,194,2,297
2021-02-06,197,1,293
2021-02-07,193,5,289
2021-02-08,119,2,279
2021-02-09,146,6,276
2021-02-10,179,5,283
2021-02-11,217,5,286
2021-02-12,188,4,264
2021-02-13,185,1,257
2021-02-14,190,2,262
2021-02-15,133,1,258
2021-02-16,151,2,255
2021-02-17,133,2,249
2021-02-18,181,2,243
2021-02-19,194,3,238
2021-02-20,193,4,235
2021-02-21,182,3,233
2021-02-22,148,2,231
2021-02-23,189,2,228
2021-02-24,202,3,221
2021-02-25,199,4,219
2021-02-26,216,3,223
2021-02-27,210,3,217
2021-02-28,192,2,216
2021-03-01,198,0,212
2021-03-02,171,2,209
2021-03-03,225,2,231
2021-03-04,209,1,217
2021-03-05,255,2,263
2021-03-06,259,2,270
2021-03-07,188,1,237
2021-03-08,215,2,221
2021-03-09,188,1,198
2021-03-10,241,2,256
2021-03-11,244,3,258
2021-03-12,277,1,253
2021-03-13,276,1,269
