Date,Confirmed,Deceased,Recovered
2020-06-12,1982,18,1342
2020-06-13,1989,30,1362
2020-06-14,1974,38,1138
2020-06-15,1843,44,797
2020-06-16,1515,49,1438
2020-06-17,2174,48,842
2020-06-18,2141,49,1017
2020-06-19,2115,41,1630
2020-06-20,2396,38,1045
2020-06-21,2532,53,1438
2020-06-22,2710,37,1358
2020-06-23,2516,39,1227
2020-06-24,2865,33,2424
2020-06-25,3509,45,2236
2020-06-26,3645,46,1358
2020-06-27,3713,68,2737
2020-06-28,3940,54,1443
2020-06-29,3949,62,2212
2020-06-30,3943,60,2325
2020-07-01,3882,63,2852
2020-07-02,4343,57,3095
2020-07-03,4329,64,2357
2020-07-04,4280,65,2214
2020-07-05,4150,60,2186
2020-07-06,3827,61,3793
2020-07-07,3616,65,4545
2020-07-08,3756,64,3051
2020-07-09,4231,65,3994
2020-07-10,3680,64,4163
2020-07-11,3965,69,3591
2020-07-12,4244,68,3617
2020-07-13,4328,66,3035
2020-07-14,4526,67,4743
2020-07-15,4496,68,5000
2020-07-16,4549,69,5106
2020-07-17,4538,79,3391
2020-07-18,4807,88,3049
2020-07-19,4979,78,4059
2020-07-20,4985,70,3861
2020-07-21,4965,75,4894
2020-07-22,5849,518,4913
2020-07-23,6472,88,5210
2020-07-24,6785,88,6504
2020-07-25,6988,89,7758
2020-07-26,6986,85,5471
2020-07-27,6993,77,5723
2020-07-28,6972,88,4707
2020-07-29,6426,82,5927
2020-07-30,5864,100,5295
2020-07-31,5881,94,5778
2020-08-01,5879,99,7010
2020-08-02,5875,98,5517
2020-08-03,5609,109,5800
2020-08-04,5063,108,6501
2020-08-05,5175,112,6031
2020-08-06,5684,110,6272
2020-08-07,5880,119,6488
2020-08-08,5883,118,5043
2020-08-09,5994,119,6020
2020-08-10,5914,114,6037
2020-08-11,5834,118,6005
2020-08-12,5871,119,5633
2020-08-13,5835,119,5146
2020-08-14,5890,117,5556
2020-08-15,5860,127,5236
2020-08-16,5950,125,6019
2020-08-17,5890,120,5667
2020-08-18,5709,121,5850
2020-08-19,5795,116,6384
2020-08-20,5986,116,5742
2020-08-21,5995,101,5764
2020-08-22,5980,80,5603
2020-08-23,5975,97,6047
2020-08-24,5967,97,6129
2020-08-25,5951,107,6998
2020-08-26,5958,118,5606
2020-08-27,5981,109,5870
2020-08-28,5996,102,5752
2020-08-29,6352,87,6045
2020-08-30,6495,94,6406
2020-08-31,5956,91,6008
2020-09-01,5928,96,6031
2020-09-02,5990,98,5891
2020-09-03,5892,92,6110
2020-09-04,5976,79,6334
2020-09-05,5870,64,5859
2020-09-06,5783,85,5820
2020-09-07,5776,89,5930
2020-09-08,5684,87,6599
2020-09-09,5584,78,6516
2020-09-10,5528,64,6185
2020-09-11,5519,77,6006
2020-09-12,5495,76,6227
2020-09-13,5693,74,5717
2020-09-14,5752,53,5799
2020-09-15,5697,68,5735
2020-09-16,5652,57,5768
2020-09-17,5560,59,5524
2020-09-18,5488,67,5525
2020-09-19,5569,66,5556
2020-09-20,5516,60,5206
2020-09-21,5344,60,5492
2020-09-22,5337,76,5406
2020-09-23,5325,63,5363
2020-09-24,5692,66,5470
2020-09-25,5679,72,5626
2020-09-26,5647,85,5612
2020-09-27,5791,80,5706
2020-09-28,5589,70,5554
2020-09-29,5546,70,5501
2020-09-30,5659,67,5610
2020-10-01,5688,66,5516
2020-10-02,5595,67,5603
2020-10-03,5622,65,5596
2020-10-04,5489,66,5558
2020-10-05,5395,62,5572
2020-10-06,5017,71,5548
2020-10-07,5447,67,5524
2020-10-08,5088,68,5718
2020-10-09,5185,68,5357
2020-10-10,5242,67,5222
2020-10-11,5015,65,5005
2020-10-12,4879,62,5165
2020-10-13,4666,57,5117
2020-10-14,4462,52,5083
2020-10-15,4410,49,5055
2020-10-16,4389,60,5245
2020-10-17,4295,54,5005
2020-10-18,3914,56,4929
2020-10-19,3536,52,4515
2020-10-20,3094,47,4403
2020-10-21,3086,39,4301
2020-10-22,3077,45,4314
2020-10-23,3057,33,4262
2020-10-24,2886,35,4024
2020-10-25,2869,31,4019
2020-10-26,2708,32,4014
2020-10-27,2522,27,4029
2020-10-28,2516,35,3859
2020-10-29,2652,35,4087
2020-10-30,2608,38,3924
2020-10-31,2511,31,3848
2020-11-01,2504,30,3644
2020-11-02,2481,31,3940
2020-11-03,2435,31,2707
2020-11-04,2487,30,2504
2020-11-05,2348,28,2413
2020-11-06,2370,27,2402
2020-11-07,2341,25,2352
2020-11-08,2334,20,2386
2020-11-09,2257,18,2308
2020-11-10,2146,25,2237
2020-11-11,2184,28,2210
2020-11-12,2112,25,2347
2020-11-13,1939,14,2572
2020-11-14,1912,12,2494
2020-11-15,1819,12,2520
2020-11-16,1725,17,2384
2020-11-17,1652,18,2314
2020-11-18,1714,18,2311
2020-11-19,1707,19,2251
2020-11-20,1688,18,2173
2020-11-21,1663,18,2133
2020-11-22,1655,19,2010
2020-11-23,1624,17,1904
2020-11-24,1557,17,1910
2020-11-25,1534,16,1873
2020-11-26,1464,14,1797
2020-11-27,1442,12,1494
2020-11-28,1430,13,1453
2020-11-29,1459,9,1471
2020-11-30,1410,9,1456
2020-12-01,1404,10,1411
2020-12-02,1428,11,1398
2020-12-03,1416,14,1413
2020-12-04,1391,15,1426
2020-12-05,1366,15,1407
2020-12-06,1320,16,1398
2020-12-07,1312,16,1389
2020-12-08,1236,13,1330
2020-12-09,1232,14,1315
2020-12-10,1220,17,1302
2020-12-11,1235,17,1311
2020-12-12,1218,13,1296
2020-12-13,1195,12,1276
2020-12-14,1141,14,1203
2020-12-15,1132,10,1210
2020-12-16,1181,12,1240
2020-12-17,1174,11,1214
2020-12-18,1134,12,1170
2020-12-19,1127,14,1202
2020-12-20,1114,15,1198
2020-12-21,1071,12,1157
2020-12-22,1052,17,1139
2020-12-23,1066,12,1131
2020-12-24,1035,12,1120
2020-12-25,1027,12,1103
2020-12-26,1019,11,1098
2020-12-27,1009,10,1091
2020-12-28,1005,11,1074
2020-12-29,957,12,1065
2020-12-30,945,17,1060
2020-12-31,937,13,1038
2021-01-01,921,13,1029
2021-01-02,910,11,1007
2021-01-03,867,10,1002
2021-01-04,838,10,985
2021-01-05,820,11,971
2021-01-06,811,11,943
2021-01-07,805,12,911
2021-01-08,790,8,897
2021-01-09,761,7,882
2021-01-10,724,7,857
2021-01-11,682,6,869
2021-01-12,671,8,827
2021-01-13,673,6,821
2021-01-14,665,4,826
2021-01-15,621,5,805
2021-01-16,610,6,775
2021-01-17,589,7,770
2021-01-18,551,8,758
2021-01-19,543,9,772
2021-01-20,549,9,713
2021-01-21,596,9,705
2021-01-22,574,8,689
2021-01-23,586,2,673
2021-01-24,569,7,642
2021-01-25,540,4,627
2021-01-26,523,5,595
2021-01-27,512,8,564
2021-01-28,503,6,544
2021-01-29,509,6,531
2021-01-30,505,5,526
2021-01-31,508,6,523
2021-02-01,502,7,517
2021-02-02,510,4,521
2021-02-03,514,4,533
2021-02-04,494,4,517
2021-02-05,489,4,506
2021-02-06,477,3,503
2021-02-07,471,1,498
2021-02-08,464,4,495
2021-02-09,469,4,491
2021-02-10,479,5,493
2021-02-11,481,6,490
2021-02-12,483,6,486
2021-02-13,477,5,482
2021-02-14,470,6,479
2021-02-15,455,6,477
2021-02-16,451,7,470
2021-02-17,454,6,462
2021-02-18,457,6,470
2021-02-19,448,7,467
2021-02-20,438,6,459
2021-02-21,452,3,460
2021-02-22,449,6,461
2021-02-23,442,6,453
2021-02-24,463,6,469
2021-02-25,467,5,471
2021-02-26,481,5,483
2021-02-27,486,5,491
2021-02-28,479,3,490
2021-03-01,474,5,482
2021-03-02,462,1,473
2021-03-03,489,2,494
2021-03-04,482,4,490
2021-03-05,543,5,562
2021-03-06,562,4,560
2021-03-07,567,1,521
2021-03-08,556,3,532
2021-03-09,569,4,510
2021-03-10,671,5,532
2021-03-11,685,5,543
2021-03-12,670,4,527
2021-03-13,695,4,512
