Date,Confirmed,Deceased,Recovered
2021-01-26,65,0,65
2021-01-27,70,2,117
2021-01-28,62,3,112
2021-01-29,45,1,86
2021-01-30,49,1,100
2021-01-31,41,1,63
2021-02-01,42,1,81
2021-02-02,59,2,81
2021-02-03,46,2,80
2021-02-04,58,0,64
2021-02-05,41,0,47
2021-02-06,41,0,54
2021-02-07,38,1,34
2021-02-08,38,0,31
2021-02-09,61,0,35
2021-02-10,45,3,42
2021-02-11,45,0,53
2021-02-12,36,0,51
2021-02-13,41,1,29
2021-02-14,41,1,29
2021-02-15,38,2,33
2021-02-16,32,-1,39
2021-02-17,45,0,39
2021-02-18,38,0,37
2021-02-19,51,0,51
2021-02-20,37,0,45
2021-02-21,31,1,36
2021-02-22,41,1,45
2021-02-23,50,0,51
2021-02-24,32,1,47
2021-02-25,76,0,40
2021-02-26,68,0,43
2021-02-27,42,1,41
2021-02-28,44,2,40
2021-03-01,37,0,46
2021-03-02,51,0,38
2021-03-03,31,0,56
2021-03-04,61,1,47
2021-03-05,44,0,49
2021-03-06,44,0,64
2021-03-07,42,2,38
2021-03-08,53,0,44
2021-03-09,62,0,40
2021-03-10,62,0,36
2021-03-11,31,0,40
2021-03-12,57,0,59
2021-03-13,43,0,37
