Date,Confirmed,Deceased,Recovered
2021-01-16,239,4,328
2021-01-17,211,4,383
2021-01-18,144,3,344
2021-01-19,189,1,595
2021-01-20,209,3,257
2021-01-21,168,4,315
2021-01-22,168,4,458
2021-01-23,149,4,203
2021-01-24,131,3,267
2021-01-25,82,4,222
2021-01-26,160,3,170
2021-01-27,86,4,710
2021-01-28,134,2,281
2021-01-29,121,3,278
2021-01-30,123,4,187
2021-01-31,116,2,162
2021-02-01,75,2,118
2021-02-02,118,4,173
2021-02-03,92,3,138
2021-02-04,64,2,109
2021-02-05,90,2,201
2021-02-06,88,1,84
2021-02-07,53,1,84
2021-02-08,56,1,129
2021-02-09,92,1,120
2021-02-10,64,2,60
2021-02-11,57,1,113
2021-02-12,78,1,86
2021-02-13,44,2,80
2021-02-14,51,1,78
2021-02-15,44,2,79
2021-02-16,56,1,78
2021-02-17,38,1,82
2021-02-18,63,2,68
2021-02-19,67,1,75
2021-02-20,57,2,57
2021-02-21,94,1,58
2021-02-22,84,1,59
2021-02-23,59,1,71
2021-02-24,54,1,92
2021-02-25,61,1,91
2021-02-26,46,1,92
2021-02-27,45,1,71
2021-02-28,25,0,30
2021-03-01,22,0,51
2021-03-02,41,0,42
2021-03-03,31,1,50
2021-03-04,40,1,40
2021-03-05,38,1,44
2021-03-06,22,1,28
2021-03-07,30,1,50
2021-03-08,21,1,43
2021-03-09,41,0,33
2021-03-10,44,1,38
2021-03-11,45,0,24
2021-03-12,28,1,27
2021-03-13,38,1,28
